Gene	Mycoplasma_meleagridis_210	Mycoplasma_meleagridis_24B8	Mycoplasma_meleagridis_25A3	Mycoplasma_meleagridis_25A4	Mycoplasma_meleagridis_26	Mycoplasma_meleagridis_26B8	Mycoplasma_meleagridis_26B9	Mycoplasma_meleagridis_ATCCC	Mycoplasma_meleagridis_B870
group_1180	1	0	1	1	0	1	0	1	0
group_1181	1	0	1	1	0	1	0	1	0
group_1182	1	0	1	1	0	1	0	1	0
group_1183	1	0	1	1	0	1	0	1	0
group_1185	1	0	1	1	0	1	0	1	0
group_1186	1	0	1	1	0	1	0	1	0
group_1187	1	0	1	1	0	1	0	1	0
group_1188	1	0	1	1	0	1	0	1	0
group_1189	1	0	1	1	0	1	0	1	0
recD2	1	0	1	1	0	1	0	1	0
group_1190	1	0	1	1	0	1	0	1	0
group_1191	1	0	1	1	0	1	0	1	0
group_1192	1	0	1	1	0	1	0	1	0
group_1193	1	0	1	1	0	1	0	1	0
group_1194	1	0	1	1	0	1	0	1	0
group_1195	1	0	1	1	0	1	0	1	0
phnB	1	0	1	1	0	1	0	1	0
group_1197	1	0	1	1	0	1	0	1	0
group_1198	1	0	1	1	0	1	0	1	0
tagT	1	0	1	1	0	1	0	1	0
recD	1	0	1	1	0	1	0	1	0
patA_3	1	0	1	1	0	1	0	1	0
group_1201	1	0	1	1	0	1	0	1	0
group_1202	1	0	1	1	0	1	0	1	0
group_1203	1	0	1	1	0	1	0	1	0
MCYN0094	1	0	1	1	0	1	0	1	0
group_1205	1	0	1	1	0	1	0	1	0
sufS	1	0	1	1	0	1	0	1	0
group_1207	1	0	1	1	0	1	0	1	0
group_1208	1	0	1	1	0	1	0	1	0
group_1209	1	0	1	1	0	1	0	1	0
dnaA_2	1	0	1	1	0	1	0	1	0
group_1210	1	0	1	1	0	1	0	1	0
nadD_1	1	0	1	1	0	1	0	1	0
nadD_2	1	0	1	1	0	1	0	1	0
nadD_3	1	0	1	1	0	1	0	1	0
group_1214	1	0	1	1	0	1	0	1	0
group_1215	1	0	1	1	0	1	0	1	0
group_1216	1	0	1	1	0	1	0	1	0
group_1217	1	0	1	1	0	1	0	1	0
group_1218	1	0	1	1	0	1	0	1	0
group_1219	1	0	1	1	0	1	0	1	0
dnaA_1	1	0	1	1	0	1	0	1	0
tnpIS1634am_1	1	0	1	1	0	1	0	1	0
group_1221	1	0	1	1	0	1	0	1	0
group_1222	1	0	1	1	0	1	0	1	0
deoB_4	1	0	1	1	0	1	0	1	0
group_1224	1	0	1	1	0	1	0	1	0
group_1225	1	0	1	1	0	1	0	1	0
group_1226	1	0	1	1	0	1	0	1	0
group_1227	1	0	1	1	0	1	0	1	0
group_1228	1	0	1	1	0	1	0	1	0
group_1229	1	0	1	1	0	1	0	1	0
group_123	1	0	1	1	0	1	0	1	0
group_1230	1	0	1	1	0	1	0	1	0
plsX	1	0	1	1	0	1	0	1	0
MCYN0794	1	0	1	1	0	1	0	1	0
rnc_2	1	0	1	1	0	1	0	1	0
group_1234	1	0	1	1	0	1	0	1	0
group_1235	1	0	1	1	0	1	0	1	0
smc_3	1	0	1	1	0	1	0	1	0
group_1237	1	0	1	1	0	1	0	1	0
group_1238	1	0	1	1	0	1	0	1	0
group_1239	1	0	1	1	0	1	0	1	0
group_124	1	0	1	1	0	1	0	1	0
group_1240	1	0	1	1	0	1	0	1	0
group_1241	1	0	1	1	0	1	0	1	0
group_1242	1	0	1	1	0	1	0	1	0
group_1243	1	0	1	1	0	1	0	1	0
group_1244	1	0	1	1	0	1	0	1	0
group_1245	1	0	1	1	0	1	0	1	0
upp	1	0	1	1	0	1	0	1	0
group_1247	1	0	1	1	0	1	0	1	0
group_1248	1	0	1	1	0	1	0	1	0
group_1249	1	0	1	1	0	1	0	1	0
lplA1_2	1	0	1	1	0	1	0	1	0
thrS_4	1	0	1	1	0	1	0	1	0
group_1251	1	0	1	1	0	1	0	1	0
group_1252	1	0	1	1	0	1	0	1	0
ackA_3	1	0	1	1	0	1	0	1	0
ackA_4	1	0	1	1	0	1	0	1	0
group_1255	1	0	1	1	0	1	0	1	0
group_1256	1	0	1	1	0	1	0	1	0
group_1257	1	0	1	1	0	1	0	1	0
MCYN0407	1	0	1	1	0	1	0	1	0
group_1259	1	0	1	1	0	1	0	1	0
lplA1_1	1	0	1	1	0	1	0	1	0
group_1260	1	0	1	1	0	1	0	1	0
group_1261	1	0	1	1	0	1	0	1	0
aldH_1	1	0	1	1	0	1	0	1	0
aldH_2	1	0	1	1	0	1	0	1	0
aldH_3	1	0	1	1	0	1	0	1	0
group_1265	1	0	1	1	0	1	0	1	0
group_1266	1	0	1	1	0	1	0	1	0
group_1267	1	0	1	1	0	1	0	1	0
group_1268	1	0	1	1	0	1	0	1	0
group_1269	1	0	1	1	0	1	0	1	0
group_127	1	0	1	1	0	1	0	1	0
group_1270	1	0	1	1	0	1	0	1	0
group_1271	1	0	1	1	0	1	0	1	0
group_1272	1	0	1	1	0	1	0	1	0
pfk_1	1	0	1	1	0	1	0	1	0
pfk_2	1	0	1	1	0	1	0	1	0
pfk_3	1	0	1	1	0	1	0	1	0
group_1276	1	0	1	1	0	1	0	1	0
group_1277	1	0	1	1	0	1	0	1	0
group_1278	1	0	1	1	0	1	0	1	0
group_1279	1	0	1	1	0	1	0	1	0
group_128	1	0	1	1	0	1	0	1	0
group_1280	1	0	1	1	0	1	0	1	0
group_1281	1	0	1	1	0	1	0	1	0
group_1282	1	0	1	1	0	1	0	1	0
group_1283	1	0	1	1	0	1	0	1	0
group_1284	1	0	1	1	0	1	0	1	0
group_1285	1	0	1	1	0	1	0	1	0
group_1286	1	0	1	1	0	1	0	1	0
group_1287	1	0	1	1	0	1	0	1	0
group_1288	1	0	1	1	0	1	0	1	0
group_1289	1	0	1	1	0	1	0	1	0
group_129	1	0	1	1	0	1	0	1	0
group_1290	1	0	1	1	0	1	0	1	0
group_1291	1	0	1	1	0	1	0	1	0
group_1292	1	0	1	1	0	1	0	1	0
licC	1	0	1	1	0	1	0	1	0
group_1294	1	0	1	1	0	1	0	1	0
group_1295	1	0	1	1	0	1	0	1	0
group_1296	1	0	1	1	0	1	0	1	0
group_1297	1	0	1	1	0	1	0	1	0
group_1298	1	0	1	1	0	1	0	1	0
group_1299	1	0	1	1	0	1	0	1	0
group_13	0	1	0	0	1	1	1	0	1
asnA_3	1	0	1	1	0	1	0	1	0
group_1300	1	0	1	1	0	1	0	1	0
group_1301	1	0	1	1	0	1	0	1	0
group_1302	1	0	1	1	0	1	0	1	0
group_1303	1	0	1	1	0	1	0	1	0
group_1304	1	0	1	1	0	1	0	1	0
dgk2_1	1	0	1	1	0	1	0	1	0
dgk2_2	1	0	1	1	0	1	0	1	0
group_1307	1	0	1	1	0	1	0	1	0
group_1308	1	0	1	1	0	1	0	1	0
group_1309	1	0	1	1	0	1	0	1	0
group_131	1	0	1	1	0	1	0	1	0
cbiQ_1	1	0	1	1	0	1	0	1	0
cbiQ_3	1	0	1	1	0	1	0	1	0
group_1312	1	0	1	1	0	1	0	1	0
group_1313	1	0	1	1	0	1	0	1	0
group_1314	1	0	1	1	0	1	0	1	0
group_1315	1	0	1	1	0	1	0	1	0
group_1316	1	0	1	1	0	1	0	1	0
group_1317	1	0	1	1	0	1	0	1	0
group_1318	1	0	1	1	0	1	0	1	0
group_1319	1	0	1	1	0	1	0	1	0
group_132	1	0	1	1	0	1	0	1	0
uvrC_1	1	0	1	1	0	1	0	1	0
uvrC_2	1	0	1	1	0	1	0	1	0
group_1322	1	0	1	1	0	1	0	1	0
group_1323	1	0	1	1	0	1	0	1	0
group_1324	1	0	1	1	0	1	0	1	0
group_1325	1	0	1	1	0	1	0	1	0
group_1326	1	0	1	1	0	1	0	1	0
group_1327	1	0	1	1	0	1	0	1	0
group_1328	1	0	1	1	0	1	0	1	0
group_1329	1	0	1	1	0	1	0	1	0
yidC_2	1	0	1	1	0	1	0	1	0
group_1330	1	0	1	1	0	1	0	1	0
group_1331	1	0	1	1	0	1	0	1	0
group_1332	1	0	1	1	0	1	0	1	0
group_1333	1	0	1	1	0	1	0	1	0
ugpA	1	0	1	1	0	1	0	1	0
group_1335	1	0	1	1	0	1	0	1	0
group_1336	1	0	1	1	0	1	0	1	0
group_1337	1	0	1	1	0	1	0	1	0
group_1338	1	0	1	1	0	1	0	1	0
group_1339	1	0	1	1	0	1	0	1	0
group_134	1	0	1	1	0	1	0	1	0
group_1340	1	0	1	1	0	1	0	1	0
group_1341	1	0	1	1	0	1	0	1	0
group_1342	1	0	1	1	0	1	0	1	0
group_1343	1	0	1	1	0	1	0	1	0
group_1344	1	0	1	1	0	1	0	1	0
group_1345	1	0	1	1	0	1	0	1	0
group_1346	1	0	1	1	0	1	0	1	0
group_1347	1	0	1	1	0	1	0	1	0
group_1348	1	0	1	1	0	1	0	1	0
group_1349	1	0	1	1	0	1	0	1	0
group_135	1	0	1	1	0	1	0	1	0
group_1350	1	0	1	1	0	1	0	1	0
group_1351	1	0	1	1	0	1	0	1	0
group_1352	1	0	1	1	0	1	0	1	0
group_1353	1	0	1	1	0	1	0	1	0
group_1354	1	0	1	1	0	1	0	1	0
group_1355	1	0	1	1	0	1	0	1	0
group_1356	1	0	1	1	0	1	0	1	0
group_1357	1	0	1	1	0	1	0	1	0
ebh_8	1	0	1	1	0	1	0	1	0
group_1359	1	0	1	1	0	1	0	1	0
group_136	1	0	1	1	0	1	0	1	0
group_1360	1	0	1	1	0	1	0	1	0
group_1361	1	0	1	1	0	1	0	1	0
group_1362	1	0	1	1	0	1	0	1	0
group_1363	1	0	1	1	0	1	0	1	0
group_1364	1	0	1	1	0	1	0	1	0
group_1365	1	0	1	1	0	1	0	1	0
group_1366	1	0	1	1	0	1	0	1	0
group_1367	1	0	1	1	0	1	0	1	0
group_1368	1	0	1	1	0	1	0	1	0
group_1369	1	0	1	1	0	1	0	1	0
rnpA	1	0	1	1	0	1	0	1	0
group_1370	1	0	1	1	0	1	0	1	0
MCYN0347	1	0	1	1	0	1	0	1	0
group_1372	1	0	1	1	0	1	0	1	0
group_1373	1	0	1	1	0	1	0	1	0
group_138	1	0	1	1	0	1	0	1	0
group_1386	0	1	0	0	1	1	1	0	1
group_139	1	0	1	1	0	1	0	1	0
group_14	1	0	1	1	0	1	0	1	0
group_140	1	0	1	1	0	1	0	1	0
group_141	1	0	1	1	0	1	0	1	0
group_142	1	0	1	1	0	1	0	1	0
group_143	1	0	1	1	0	1	0	1	0
spoU2	1	0	1	1	0	1	0	1	0
cysS_2	1	0	1	1	0	1	0	1	0
group_146	1	0	1	1	0	1	0	1	0
nox_2	1	0	1	1	0	1	0	1	0
nox_1	1	0	1	1	0	1	0	1	0
group_149	1	0	1	1	0	1	0	1	0
hsdR1_2	0	1	0	0	1	0	1	1	1
hsdS7_2	1	0	1	1	0	1	0	1	0
group_150	1	0	1	1	0	1	0	1	0
group_151	1	0	1	1	0	1	0	1	0
group_152	1	0	1	1	0	1	0	1	0
group_153	1	0	1	1	0	1	0	1	0
group_154	1	0	1	1	0	1	0	1	0
group_155	1	0	1	1	0	1	0	1	0
group_156	1	0	1	1	0	1	0	1	0
group_157	1	0	1	1	0	1	0	1	0
group_158	1	0	1	1	0	1	0	1	0
bcrA	1	0	1	1	0	1	0	1	0
fbpC_1	1	0	1	1	0	1	0	1	0
MCYN0127	1	0	1	1	0	1	0	1	0
group_162	1	0	1	1	0	1	0	1	0
group_163	1	0	1	1	0	1	0	1	0
group_164	1	0	1	1	0	1	0	1	0
group_165	1	0	1	1	0	1	0	1	0
group_166	1	0	1	1	0	1	0	1	0
group_167	1	0	1	1	0	1	0	1	0
group_168	1	0	1	1	0	1	0	1	0
group_169	1	0	1	1	0	1	0	1	0
group_1694	0	1	0	0	1	0	1	1	1
group_170	1	0	1	1	0	1	0	1	0
group_171	1	0	1	1	0	1	0	1	0
group_172	1	0	1	1	0	1	0	1	0
group_173	1	0	1	1	0	1	0	1	0
group_174	1	0	1	1	0	1	0	1	0
lgt_1	1	0	1	1	0	1	0	1	0
trxB_3	1	0	1	1	0	1	0	1	0
group_177	1	0	1	1	0	1	0	1	0
group_178	1	0	1	1	0	1	0	1	0
group_179	1	0	1	1	0	1	0	1	0
group_180	1	0	1	1	0	1	0	1	0
group_181	1	0	1	1	0	1	0	1	0
group_182	1	0	1	1	0	1	0	1	0
group_183	1	0	1	1	0	1	0	1	0
group_184	1	0	1	1	0	1	0	1	0
group_185	1	0	1	1	0	1	0	1	0
group_186	1	0	1	1	0	1	0	1	0
hsdR_3	1	0	1	1	0	1	0	1	0
hsdR_4	1	0	1	1	0	1	0	1	0
hsdR_5	1	0	1	1	0	1	0	1	0
group_190	1	0	1	1	0	1	0	1	0
group_191	1	0	1	1	0	1	0	1	0
group_192	1	0	1	1	0	1	0	1	0
group_193	1	0	1	1	0	1	0	1	0
group_194	1	0	1	1	0	1	0	1	0
group_195	1	0	1	1	0	1	0	1	0
group_196	1	0	1	1	0	1	0	1	0
group_197	1	0	1	1	0	1	0	1	0
group_198	1	0	1	1	0	1	0	1	0
alr_1	1	0	1	1	0	1	0	1	0
alr_2	1	0	1	1	0	1	0	1	0
group_201	1	0	1	1	0	1	0	1	0
group_202	1	0	1	1	0	1	0	1	0
tetT	1	0	1	1	0	1	0	1	0
tet36	1	0	1	1	0	1	0	1	0
group_205	1	0	1	1	0	1	0	1	0
group_206	1	0	1	1	0	1	0	1	0
group_207	1	0	1	1	0	1	0	1	0
group_208	1	0	1	1	0	1	0	1	0
group_209	1	0	1	1	0	1	0	1	0
group_21	1	0	1	1	0	1	0	1	0
group_210	1	0	1	1	0	1	0	1	0
group_2103	0	1	0	0	1	0	1	1	1
group_211	1	0	1	1	0	1	0	1	0
group_212	1	0	1	1	0	1	0	1	0
MCYN0148	1	0	1	1	0	1	0	1	0
kfoC	1	0	1	1	0	1	0	1	0
group_215	1	0	1	1	0	1	0	1	0
group_216	1	0	1	1	0	1	0	1	0
group_217	1	0	1	1	0	1	0	1	0
gluS	1	0	1	1	0	1	0	1	0
MCYN0169	1	0	1	1	0	1	0	1	0
gltX	1	0	1	1	0	1	0	1	0
gyrA1_2	1	0	1	1	0	1	0	1	0
group_222	1	0	1	1	0	1	0	1	0
group_223	1	0	1	1	0	1	0	1	0
group_224	1	0	1	1	0	1	0	1	0
group_225	1	0	1	1	0	1	0	1	0
group_226	1	0	1	1	0	1	0	1	0
group_227	1	0	1	1	0	1	0	1	0
group_228	1	0	1	1	0	1	0	1	0
group_229	1	0	1	1	0	1	0	1	0
group_2293	0	1	0	0	1	1	1	1	0
group_23	1	0	1	1	0	1	0	1	0
group_230	1	0	1	1	0	1	0	1	0
group_231	1	0	1	1	0	1	0	1	0
group_232	1	0	1	1	0	1	0	1	0
group_2329	1	0	1	1	0	1	0	1	0
group_233	1	0	1	1	0	1	0	1	0
group_234	1	0	1	1	0	1	0	1	0
group_2343	1	0	1	1	0	1	0	1	0
group_2345	1	0	1	1	0	1	0	1	0
group_2346	1	0	1	1	0	1	0	1	0
group_235	1	0	1	1	0	1	0	1	0
group_2359	1	0	1	1	0	1	0	1	0
group_236	1	0	1	1	0	1	0	1	0
group_2361	1	0	1	1	0	1	0	1	0
group_2364	1	0	1	1	0	1	0	1	0
pyk_2	1	0	1	1	0	1	0	1	0
pyk_3	1	0	1	1	0	1	0	1	0
pepO_7	1	0	1	1	0	1	0	1	0
pepO_6	1	0	1	1	0	1	0	1	0
group_2369	1	0	1	1	0	1	0	1	0
group_237	1	0	1	1	0	1	0	1	0
pepO_8	1	0	1	1	0	1	0	1	0
tetB(P)_1	1	0	1	1	0	1	0	1	0
group_238	1	0	1	1	0	1	0	1	0
group_239	1	0	1	1	0	1	0	1	0
lemA_2	1	0	1	1	0	1	0	1	0
group_241	1	0	1	1	0	1	0	1	0
group_242	1	0	1	1	0	1	0	1	0
group_243	1	0	1	1	0	1	0	1	0
group_244	1	0	1	1	0	1	0	1	0
group_245	1	0	1	1	0	1	0	1	0
group_246	1	0	1	1	0	1	0	1	0
group_247	1	0	1	1	0	1	0	1	0
secA_3	1	0	1	1	0	1	0	1	0
MCYN0305	1	0	1	1	0	1	0	1	0
group_25	1	0	1	1	0	1	0	1	0
group_250	1	0	1	1	0	1	0	1	0
group_251	1	0	1	1	0	1	0	1	0
group_252	1	0	1	1	0	1	0	1	0
group_253	1	0	1	1	0	1	0	1	0
group_254	1	0	1	1	0	1	0	1	0
group_255	1	0	1	1	0	1	0	1	0
group_256	1	0	1	1	0	1	0	1	0
group_257	1	0	1	1	0	1	0	1	0
group_258	1	0	1	1	0	1	0	1	0
group_259	1	0	1	1	0	1	0	1	0
group_260	1	0	1	1	0	1	0	1	0
group_261	1	0	1	1	0	1	0	1	0
group_262	1	0	1	1	0	1	0	1	0
group_263	1	0	1	1	0	1	0	1	0
group_264	1	0	1	1	0	1	0	1	0
group_265	1	0	1	1	0	1	0	1	0
group_266	1	0	1	1	0	1	0	1	0
MCYN0055	1	0	1	1	0	1	0	1	0
group_268	1	0	1	1	0	1	0	1	0
group_269	1	0	1	1	0	1	0	1	0
group_27	1	0	1	1	0	1	0	1	0
group_270	1	0	1	1	0	1	0	1	0
group_271	1	0	1	1	0	1	0	1	0
group_272	1	0	1	1	0	1	0	1	0
group_273	1	0	1	1	0	1	0	1	0
group_274	1	0	1	1	0	1	0	1	0
group_275	1	0	1	1	0	1	0	1	0
group_276	1	0	1	1	0	1	0	1	0
pepF_1	1	0	1	1	0	1	0	1	0
pepF_2	1	0	1	1	0	1	0	1	0
pepF_3	1	0	1	1	0	1	0	1	0
pepF_4	1	0	1	1	0	1	0	1	0
group_281	1	0	1	1	0	1	0	1	0
group_282	1	0	1	1	0	1	0	1	0
group_283	1	0	1	1	0	1	0	1	0
group_284	1	0	1	1	0	1	0	1	0
group_285	1	0	1	1	0	1	0	1	0
pdhD_1	1	0	1	1	0	1	0	1	0
pdhD_3	1	0	1	1	0	1	0	1	0
group_288	1	0	1	1	0	1	0	1	0
group_289	1	0	1	1	0	1	0	1	0
group_29	1	0	1	1	0	1	0	1	0
group_290	1	0	1	1	0	1	0	1	0
group_291	1	0	1	1	0	1	0	1	0
group_292	1	0	1	1	0	1	0	1	0
group_293	1	0	1	1	0	1	0	1	0
group_294	1	0	1	1	0	1	0	1	0
group_295	1	0	1	1	0	1	0	1	0
group_296	1	0	1	1	0	1	0	1	0
group_297	1	0	1	1	0	1	0	1	0
group_298	1	0	1	1	0	1	0	1	0
group_299	1	0	1	1	0	1	0	1	0
group_300	1	0	1	1	0	1	0	1	0
eno_1	1	0	1	1	0	1	0	1	0
eno_2	1	0	1	1	0	1	0	1	0
group_303	1	0	1	1	0	1	0	1	0
group_304	1	0	1	1	0	1	0	1	0
group_305	1	0	1	1	0	1	0	1	0
group_306	1	0	1	1	0	1	0	1	0
group_307	1	0	1	1	0	1	0	1	0
group_308	1	0	1	1	0	1	0	1	0
group_309	1	0	1	1	0	1	0	1	0
group_310	1	0	1	1	0	1	0	1	0
group_311	1	0	1	1	0	1	0	1	0
group_312	1	0	1	1	0	1	0	1	0
group_313	1	0	1	1	0	1	0	1	0
group_314	1	0	1	1	0	1	0	1	0
group_315	1	0	1	1	0	1	0	1	0
group_316	1	0	1	1	0	1	0	1	0
group_317	1	0	1	1	0	1	0	1	0
group_318	1	0	1	1	0	1	0	1	0
group_319	1	0	1	1	0	1	0	1	0
group_320	1	0	1	1	0	1	0	1	0
group_321	1	0	1	1	0	1	0	1	0
group_322	1	0	1	1	0	1	0	1	0
tnpA-4	1	0	1	1	0	1	0	1	0
group_324	1	0	1	1	0	1	0	1	0
group_325	1	0	1	1	0	1	0	1	0
group_326	1	0	1	1	0	1	0	1	0
group_327	1	0	1	1	0	1	0	1	0
group_328	1	0	1	1	0	1	0	1	0
group_329	1	0	1	1	0	1	0	1	0
hsdS_1	0	1	0	0	1	1	1	0	1
group_330	1	0	1	1	0	1	0	1	0
group_331	1	0	1	1	0	1	0	1	0
potC_1	1	0	1	1	0	1	0	1	0
potC_2	1	0	1	1	0	1	0	1	0
group_334	1	0	1	1	0	1	0	1	0
group_335	1	0	1	1	0	1	0	1	0
group_336	1	0	1	1	0	1	0	1	0
group_337	1	0	1	1	0	1	0	1	0
hitC_1	1	0	1	1	0	1	0	1	0
chuV	1	0	1	1	0	1	0	1	0
hsdS_8	0	1	0	0	0	1	1	1	1
group_340	1	0	1	1	0	1	0	1	0
group_341	1	0	1	1	0	1	0	1	0
group_342	1	0	1	1	0	1	0	1	0
group_343	1	0	1	1	0	1	0	1	0
lepA	1	0	1	1	0	1	0	1	0
group_345	1	0	1	1	0	1	0	1	0
licA_2	1	0	1	1	0	1	0	1	0
group_347	1	0	1	1	0	1	0	1	0
group_348	1	0	1	1	0	1	0	1	0
group_349	1	0	1	1	0	1	0	1	0
group_350	1	0	1	1	0	1	0	1	0
group_351	1	0	1	1	0	1	0	1	0
group_352	1	0	1	1	0	1	0	1	0
group_353	1	0	1	1	0	1	0	1	0
group_354	1	0	1	1	0	1	0	1	0
group_355	1	0	1	1	0	1	0	1	0
group_356	1	0	1	1	0	1	0	1	0
group_357	1	0	1	1	0	1	0	1	0
group_358	1	0	1	1	0	1	0	1	0
group_359	1	0	1	1	0	1	0	1	0
group_360	1	0	1	1	0	1	0	1	0
group_361	1	0	1	1	0	1	0	1	0
group_362	1	0	1	1	0	1	0	1	0
group_363	1	0	1	1	0	1	0	1	0
group_364	1	0	1	1	0	1	0	1	0
hpaIIM	1	0	1	1	0	1	0	1	0
group_366	1	0	1	1	0	1	0	1	0
group_367	1	0	1	1	0	1	0	1	0
group_368	1	0	1	1	0	1	0	1	0
group_369	1	0	1	1	0	1	0	1	0
group_370	1	0	1	1	0	1	0	1	0
group_371	1	0	1	1	0	1	0	1	0
group_372	1	0	1	1	0	1	0	1	0
group_373	1	0	1	1	0	1	0	1	0
group_374	1	0	1	1	0	1	0	1	0
group_375	1	0	1	1	0	1	0	1	0
group_376	1	0	1	1	0	1	0	1	0
group_377	1	0	1	1	0	1	0	1	0
group_378	1	0	1	1	0	1	0	1	0
group_379	1	0	1	1	0	1	0	1	0
group_380	1	0	1	1	0	1	0	1	0
mgtA-2	1	0	1	1	0	1	0	1	0
group_382	1	0	1	1	0	1	0	1	0
mgtB_2	1	0	1	1	0	1	0	1	0
mgtB_1	1	0	1	1	0	1	0	1	0
group_385	1	0	1	1	0	1	0	1	0
group_386	1	0	1	1	0	1	0	1	0
group_387	1	0	1	1	0	1	0	1	0
group_388	1	0	1	1	0	1	0	1	0
rpoD_2	1	0	1	1	0	1	0	1	0
group_390	1	0	1	1	0	1	0	1	0
rpoD_1	1	0	1	1	0	1	0	1	0
group_392	1	0	1	1	0	1	0	1	0
group_393	1	0	1	1	0	1	0	1	0
glyS_3	1	0	1	1	0	1	0	1	0
group_395	1	0	1	1	0	1	0	1	0
MCYN0495	1	0	1	1	0	1	0	1	0
group_397	1	0	1	1	0	1	0	1	0
rpsA	1	0	1	1	0	1	0	1	0
group_399	1	0	1	1	0	1	0	1	0
rbgA	1	0	1	1	0	1	0	1	0
gpi	1	0	1	1	0	1	0	1	0
group_401	1	0	1	1	0	1	0	1	0
pgi	1	0	1	1	0	1	0	1	0
mutM	1	0	1	1	0	1	0	1	0
group_404	1	0	1	1	0	1	0	1	0
group_405	1	0	1	1	0	1	0	1	0
mnuA	1	0	1	1	0	1	0	1	0
group_407	1	0	1	1	0	1	0	1	0
hasC	1	0	1	1	0	1	0	1	0
group_409	1	0	1	1	0	1	0	1	0
group_41	1	0	1	1	0	1	0	1	0
group_410	1	0	1	1	0	1	0	1	0
group_411	1	0	1	1	0	1	0	1	0
group_412	1	0	1	1	0	1	0	1	0
group_413	1	0	1	1	0	1	0	1	0
truB_2	1	0	1	1	0	1	0	1	0
truB_1	1	0	1	1	0	1	0	1	0
group_416	1	0	1	1	0	1	0	1	0
group_417	1	0	1	1	0	1	0	1	0
group_418	1	0	1	1	0	1	0	1	0
group_419	1	0	1	1	0	1	0	1	0
group_42	1	0	1	1	0	1	0	1	0
group_420	1	0	1	1	0	1	0	1	0
group_421	1	0	1	1	0	1	0	1	0
group_422	1	0	1	1	0	1	0	1	0
group_423	1	0	1	1	0	1	0	1	0
group_424	1	0	1	1	0	1	0	1	0
tva(A)	1	0	1	1	0	1	0	1	0
group_426	1	0	1	1	0	1	0	1	0
group_427	1	0	1	1	0	1	0	1	0
group_428	1	0	1	1	0	1	0	1	0
group_429	1	0	1	1	0	1	0	1	0
group_43	1	0	1	1	0	1	0	1	0
group_430	1	0	1	1	0	1	0	1	0
rpsR	1	0	1	1	0	1	0	1	0
group_432	1	0	1	1	0	1	0	1	0
group_433	1	0	1	1	0	1	0	1	0
group_434	1	0	1	1	0	1	0	1	0
group_435	1	0	1	1	0	1	0	1	0
group_436	1	0	1	1	0	1	0	1	0
group_437	1	0	1	1	0	1	0	1	0
group_438	1	0	1	1	0	1	0	1	0
mgtE_1	1	0	1	1	0	1	0	1	0
group_44	1	0	1	1	0	1	0	1	0
group_440	1	0	1	1	0	1	0	1	0
mgtE_2	1	0	1	1	0	1	0	1	0
group_442	1	0	1	1	0	1	0	1	0
group_443	1	0	1	1	0	1	0	1	0
efrA_1	1	0	1	1	0	1	0	1	0
group_445	1	0	1	1	0	1	0	1	0
mdlB2	1	0	1	1	0	1	0	1	0
group_447	1	0	1	1	0	1	0	1	0
patB_1	1	0	1	1	0	1	0	1	0
efrA_2	1	0	1	1	0	1	0	1	0
patB_2	1	0	1	1	0	1	0	1	0
rsmE	1	0	1	1	0	1	0	1	0
group_452	1	0	1	1	0	1	0	1	0
group_453	1	0	1	1	0	1	0	1	0
group_454	1	0	1	1	0	1	0	1	0
group_455	1	0	1	1	0	1	0	1	0
group_456	1	0	1	1	0	1	0	1	0
group_457	1	0	1	1	0	1	0	1	0
group_458	1	0	1	1	0	1	0	1	0
group_459	1	0	1	1	0	1	0	1	0
group_46	1	0	1	1	0	1	0	1	0
group_460	1	0	1	1	0	1	0	1	0
oppA2	1	0	1	1	0	1	0	1	0
group_462	1	0	1	1	0	1	0	1	0
group_463	1	0	1	1	0	1	0	1	0
group_464	1	0	1	1	0	1	0	1	0
group_465	1	0	1	1	0	1	0	1	0
group_466	1	0	1	1	0	1	0	1	0
group_467	1	0	1	1	0	1	0	1	0
group_468	1	0	1	1	0	1	0	1	0
group_469	1	0	1	1	0	1	0	1	0
group_47	1	0	1	1	0	1	0	1	0
oppC_1	1	0	1	1	0	1	0	1	0
group_471	1	0	1	1	0	1	0	1	0
oppD1	1	0	1	1	0	1	0	1	0
group_473	1	0	1	1	0	1	0	1	0
oppF3_2	1	0	1	1	0	1	0	1	0
oppF3_1	1	0	1	1	0	1	0	1	0
group_476	1	0	1	1	0	1	0	1	0
fbpC_2	1	0	1	1	0	1	0	1	0
group_478	1	0	1	1	0	1	0	1	0
group_479	1	0	1	1	0	1	0	1	0
group_48	1	0	1	1	0	1	0	1	0
group_480	1	0	1	1	0	1	0	1	0
group_481	1	0	1	1	0	1	0	1	0
group_482	1	0	1	1	0	1	0	1	0
group_483	1	0	1	1	0	1	0	1	0
group_484	1	0	1	1	0	1	0	1	0
group_485	1	0	1	1	0	1	0	1	0
group_486	1	0	1	1	0	1	0	1	0
group_487	1	0	1	1	0	1	0	1	0
group_488	1	0	1	1	0	1	0	1	0
group_489	1	0	1	1	0	1	0	1	0
group_49	1	0	1	1	0	1	0	1	0
group_490	1	0	1	1	0	1	0	1	0
p120'_1	1	0	1	1	0	1	0	1	0
group_492	1	0	1	1	0	1	0	1	0
p120'_2	1	0	1	1	0	1	0	1	0
p120	1	0	1	1	0	1	0	1	0
rnhB1	1	0	1	1	0	1	0	1	0
rnhC	1	0	1	1	0	1	0	1	0
