Gene	Mycoplasma_meleagridis_210	Mycoplasma_meleagridis_24B8	Mycoplasma_meleagridis_25A3	Mycoplasma_meleagridis_25A4	Mycoplasma_meleagridis_26	Mycoplasma_meleagridis_26B8	Mycoplasma_meleagridis_26B9	Mycoplasma_meleagridis_ATCCC	Mycoplasma_meleagridis_B870
oppC3	0	1	0	0	1	1	1	1	1
dppC	0	1	0	0	1	1	1	1	1
group_1944	0	1	0	0	1	1	1	1	1
group_1945	0	1	0	0	1	1	1	1	1
group_1946	0	1	0	0	1	1	1	1	1
group_1947	0	1	0	0	1	1	1	1	1
tetW	0	1	0	0	1	1	1	1	1
group_1949	0	1	0	0	1	1	1	1	1
group_1950	0	1	0	0	1	1	1	1	1
group_1951	0	1	0	0	1	1	1	1	1
group_1952	0	1	0	0	1	1	1	1	1
group_1953	0	1	0	0	1	1	1	1	1
group_1954	0	1	0	0	1	1	1	1	1
group_1955	0	1	0	0	1	1	1	1	1
group_1956	0	1	0	0	1	1	1	1	1
group_1957	0	1	0	0	1	1	1	1	1
group_1958	0	1	0	0	1	1	1	1	1
bcrA_3	0	1	0	0	1	1	1	1	1
hitC_3	0	1	0	0	1	1	1	1	1
group_1961	0	1	0	0	1	1	1	1	1
group_1962	0	1	0	0	1	1	1	1	1
group_1963	0	1	0	0	1	1	1	1	1
group_1964	0	1	0	0	1	1	1	1	1
group_1966	0	1	0	0	1	1	1	1	1
group_1967	0	1	0	0	1	1	1	1	1
group_1968	0	1	0	0	1	1	1	1	1
group_1969	0	1	0	0	1	1	1	1	1
group_1970	0	1	0	0	1	1	1	1	1
rplL	0	1	0	0	1	1	1	1	1
rplJ	0	1	0	0	1	1	1	1	1
group_1973	0	1	0	0	1	1	1	1	1
group_1974	0	1	0	0	1	1	1	1	1
recA	0	1	0	0	1	1	1	1	1
group_1976	0	1	0	0	1	1	1	1	1
rplC	0	1	0	0	1	1	1	1	1
group_1978	0	1	0	0	1	1	1	1	1
rplD_1	0	1	0	0	1	1	1	1	1
rplD_2	0	1	0	0	1	1	1	1	1
rplD_3	0	1	0	0	1	1	1	1	1
MCYN0178	0	1	0	0	1	1	1	1	1
rplB	0	1	0	0	1	1	1	1	1
rpsS_2	0	1	0	0	1	1	1	1	1
rplV	0	1	0	0	1	1	1	1	1
rpsC	0	1	0	0	1	1	1	1	1
rplP_2	0	1	0	0	1	1	1	1	1
rpsQ	0	1	0	0	1	1	1	1	1
rplN	0	1	0	0	1	1	1	1	1
group_1990	0	1	0	0	1	1	1	1	1
rplE	0	1	0	0	1	1	1	1	1
MCYN0189	0	1	0	0	1	1	1	1	1
rpsH	0	1	0	0	1	1	1	1	1
rplF	0	1	0	0	1	1	1	1	1
MCYN0192	0	1	0	0	1	1	1	1	1
rpsE	0	1	0	0	1	1	1	1	1
MCYN0194	0	1	0	0	1	1	1	1	1
rplO	0	1	0	0	1	1	1	1	1
group_1999	0	1	0	0	1	1	1	1	1
group_2000	0	1	0	0	1	1	1	1	1
group_2001	0	1	0	0	1	1	1	1	1
group_2002	0	1	0	0	1	1	1	1	1
group_2003	0	1	0	0	1	1	1	1	1
group_2004	0	1	0	0	1	1	1	1	1
group_2005	0	1	0	0	1	1	1	1	1
group_2006	0	1	0	0	1	1	1	1	1
group_2007	0	1	0	0	1	1	1	1	1
vgaE	0	1	0	0	1	1	1	1	1
optrA	0	1	0	0	1	1	1	1	1
TaeA	0	1	0	0	1	1	1	1	1
group_2011	0	1	0	0	1	1	1	1	1
group_2012	0	1	0	0	1	1	1	1	1
group_2013	0	1	0	0	1	1	1	1	1
group_2014	0	1	0	0	1	1	1	1	1
group_2015	0	1	0	0	1	1	1	1	1
group_2016	0	1	0	0	1	1	1	1	1
group_2017	0	1	0	0	1	1	1	1	1
rpsB_1	0	1	0	0	1	1	1	1	1
rpsB_2	0	1	0	0	1	1	1	1	1
rpsB_3	0	1	0	0	1	1	1	1	1
tsf_2	0	1	0	0	1	1	1	1	1
group_2022	0	1	0	0	1	1	1	1	1
ebh_1	0	1	0	0	1	1	1	1	1
ebh_2	0	1	0	0	1	1	1	1	1
group_2025	0	1	0	0	1	1	1	1	1
group_2026	0	1	0	0	1	1	1	1	1
group_2027	0	1	0	0	1	1	1	1	1
group_2028	0	1	0	0	1	1	1	1	1
group_2029	0	1	0	0	1	1	1	1	1
group_2030	0	1	0	0	1	1	1	1	1
group_2031	0	1	0	0	1	1	1	1	1
group_2032	0	1	0	0	1	1	1	1	1
ebhA_2	0	1	0	0	1	1	1	1	1
group_2034	0	1	0	0	1	1	1	1	1
group_2035	0	1	0	0	1	1	1	1	1
group_2036	0	1	0	0	1	1	1	1	1
group_2037	0	1	0	0	1	1	1	1	1
group_2038	0	1	0	0	1	1	1	1	1
group_2039	0	1	0	0	1	1	1	1	1
group_2040	0	1	0	0	1	1	1	1	1
group_2041	0	1	0	0	1	1	1	1	1
arcC	0	1	0	0	1	1	1	1	1
argF_3	0	1	0	0	1	1	1	1	1
argF_2	0	1	0	0	1	1	1	1	1
group_2046	0	1	0	0	1	1	1	1	1
arcA_1	0	1	0	0	1	1	1	1	1
arcA_2	0	1	0	0	1	1	1	1	1
arcA_3	0	1	0	0	1	1	1	1	1
group_2050	0	1	0	0	1	1	1	1	1
ebh_3	0	1	0	0	1	1	1	1	1
ebh_4	0	1	0	0	1	1	1	1	1
ebhA_1	0	1	0	0	1	1	1	1	1
group_2054	0	1	0	0	1	1	1	1	1
group_2055	0	1	0	0	1	1	1	1	1
group_2056	0	1	0	0	1	1	1	1	1
group_2057	0	1	0	0	1	1	1	1	1
group_2058	0	1	0	0	1	1	1	1	1
group_2059	0	1	0	0	1	1	1	1	1
rpmI	0	1	0	0	1	1	1	1	1
aspS-2_1	0	1	0	0	1	1	1	1	1
MCYN0125	0	1	0	0	1	1	1	1	1
aspS_2	0	1	0	0	1	1	1	1	1
aspS-2_2	0	1	0	0	1	1	1	1	1
aspS_1	0	1	0	0	1	1	1	1	1
hisS_4	0	1	0	0	1	1	1	1	1
hisS_3	0	1	0	0	1	1	1	1	1
group_2068	0	1	0	0	1	1	1	1	1
group_2069	0	1	0	0	1	1	1	1	1
group_2070	0	1	0	0	1	1	1	1	1
group_2071	0	1	0	0	1	1	1	1	1
pcrA_3	0	1	0	0	1	1	1	1	1
pcrA_2	0	1	0	0	1	1	1	1	1
pcrA_1	0	1	0	0	1	1	1	1	1
group_2075	0	1	0	0	1	1	1	1	1
group_2076	0	1	0	0	1	1	1	1	1
group_2077	0	1	0	0	1	1	1	1	1
asnS_2	0	1	0	0	1	1	1	1	1
asnS_1	0	1	0	0	1	1	1	1	1
pepC_1	0	1	0	0	1	1	1	1	1
pepC_2	0	1	0	0	1	1	1	1	1
group_2082	0	1	0	0	1	1	1	1	1
group_2083	0	1	0	0	1	1	1	1	1
mgtA	0	1	0	0	1	1	1	1	1
mgtB_4	0	1	0	0	1	1	1	1	1
mgtB_5	0	1	0	0	1	1	1	1	1
group_2087	0	1	0	0	1	1	1	1	1
group_2088	0	1	0	0	1	1	1	1	1
def_1	0	1	0	0	1	1	1	1	1
hsdS_2	0	1	0	0	1	1	1	1	1
group_2091	0	1	0	0	1	1	1	1	1
group_2092	0	1	0	0	1	1	1	1	1
mutS2	0	1	0	0	1	1	1	1	1
nei	0	1	0	0	1	1	1	1	1
group_2095	0	1	0	0	1	1	1	1	1
group_2096	0	1	0	0	1	1	1	1	1
group_2097	0	1	0	0	1	1	1	1	1
ldh_1	0	1	0	0	1	1	1	1	1
ldh_2	0	1	0	0	1	1	1	1	1
group_2100	0	1	0	0	1	1	1	1	1
group_2101	0	1	0	0	1	1	1	1	1
group_2102	0	1	0	0	1	1	1	1	1
group_2104	0	1	0	0	1	1	1	1	1
group_2105	0	1	0	0	1	1	1	1	1
group_2106	0	1	0	0	1	1	1	1	1
group_2107	0	1	0	0	1	1	1	1	1
group_2108	0	1	0	0	1	1	1	1	1
group_2109	0	1	0	0	1	1	1	1	1
group_2110	0	1	0	0	1	1	1	1	1
group_2111	0	1	0	0	1	1	1	1	1
group_2112	0	1	0	0	1	1	1	1	1
group_2113	0	1	0	0	1	1	1	1	1
group_2114	0	1	0	0	1	1	1	1	1
group_2115	0	1	0	0	1	1	1	1	1
group_2116	0	1	0	0	1	1	1	1	1
group_2117	0	1	0	0	1	1	1	1	1
group_2118	0	1	0	0	1	1	1	1	1
group_2119	0	1	0	0	1	1	1	1	1
msrC	0	1	0	0	1	1	1	1	1
celM2_1	0	1	0	0	1	1	1	1	1
celM2_2	0	1	0	0	1	1	1	1	1
group_2123	0	1	0	0	1	1	1	1	1
group_2124	0	1	0	0	1	1	1	1	1
nusB_1	0	1	0	0	1	1	1	1	1
nusB_2	0	1	0	0	1	1	1	1	1
group_2127	0	1	0	0	1	1	1	1	1
deoC_1	0	1	0	0	1	1	1	1	1
deoC_2	0	1	0	0	1	1	1	1	1
MCYN0345	0	1	0	0	1	1	1	1	1
pynP_1	0	1	0	0	1	1	1	1	1
pynP_2	0	1	0	0	1	1	1	1	1
deoD	0	1	0	0	1	1	1	1	1
MCYN0344	0	1	0	0	1	1	1	1	1
group_2135	0	1	0	0	1	1	1	1	1
group_2136	0	1	0	0	1	1	1	1	1
group_2137	0	1	0	0	1	1	1	1	1
ileS_1	0	1	0	0	1	1	1	1	1
ileS_2	0	1	0	0	1	1	1	1	1
group_2140	0	1	0	0	1	1	1	1	1
ileS_3	0	1	0	0	1	1	1	1	1
group_2142	0	1	0	0	1	1	1	1	1
ileS_4	0	1	0	0	1	1	1	1	1
ileS_5	0	1	0	0	1	1	1	1	1
hlyB_1	0	1	0	0	1	1	1	1	1
mdlB4	0	1	0	0	1	1	1	1	1
msbA	0	1	0	0	1	1	1	1	1
group_2148	0	1	0	0	1	1	1	1	1
tetA(60)	0	1	0	0	1	1	1	1	1
mdlB3_1	0	1	0	0	1	1	1	1	1
mdlB3_2	0	1	0	0	1	1	1	1	1
group_2152	0	1	0	0	1	1	1	1	1
group_2153	0	1	0	0	1	1	1	1	1
group_2154	0	1	0	0	1	1	1	1	1
group_2155	0	1	0	0	1	1	1	1	1
group_2156	0	1	0	0	1	1	1	1	1
group_2157	0	1	0	0	1	1	1	1	1
bcrA_1	0	1	0	0	1	1	1	1	1
group_2159	0	1	0	0	1	1	1	1	1
group_2160	0	1	0	0	1	1	1	1	1
group_2161	0	1	0	0	1	1	1	1	1
group_2162	0	1	0	0	1	1	1	1	1
celM1	0	1	0	0	1	1	1	1	1
group_2164	0	1	0	0	1	1	1	1	1
group_2165	0	1	0	0	1	1	1	1	1
nfo	0	1	0	0	1	1	1	1	1
group_2167	0	1	0	0	1	1	1	1	1
tetB(P)_2	0	1	0	0	1	1	1	1	1
rpsG_2	0	1	0	0	1	1	1	1	1
group_2170	0	1	0	0	1	1	1	1	1
group_2171	0	1	0	0	1	1	1	1	1
group_2172	0	1	0	0	1	1	1	1	1
group_2173	0	1	0	0	1	1	1	1	1
group_2174	0	1	0	0	1	1	1	1	1
group_2175	0	1	0	0	1	1	1	1	1
group_2176	0	1	0	0	1	1	1	1	1
group_2177	0	1	0	0	1	1	1	1	1
group_2178	0	1	0	0	1	1	1	1	1
group_2179	0	1	0	0	1	1	1	1	1
rpoC_1	0	1	0	0	1	1	1	1	1
rpoC_2	0	1	0	0	1	1	1	1	1
rpoC_3	0	1	0	0	1	1	1	1	1
rpoC_5	0	1	0	0	1	1	1	1	1
rpoB2_1	0	1	0	0	1	1	1	1	1
rpoB2_2	0	1	0	0	1	1	1	1	1
rpoB	0	1	0	0	1	1	1	1	1
licA	0	1	0	0	1	1	1	1	1
group_2188	0	1	0	0	1	1	1	1	1
rbfA	0	1	0	0	1	1	1	1	1
ppa_1	0	1	0	0	1	1	1	1	1
ppa_2	0	1	0	0	1	1	1	1	1
group_2192	0	1	0	0	1	1	1	1	1
group_2194	0	1	0	0	1	1	1	1	1
cdsN	0	1	0	0	1	1	1	1	1
ascN	0	1	0	0	1	1	1	1	1
group_2197	0	1	0	0	1	1	1	1	1
group_2198	0	1	0	0	1	1	1	1	1
group_2199	0	1	0	0	1	1	1	1	1
group_2200	0	1	0	0	1	1	1	1	1
group_2201	0	1	0	0	1	1	1	1	1
group_2202	0	1	0	0	1	1	1	1	1
atpD	0	1	0	0	1	1	1	1	1
group_2205	0	1	0	0	1	1	1	1	1
group_2206	0	1	0	0	1	1	1	1	1
group_2207	0	1	0	0	1	1	1	1	1
group_2208	0	1	0	0	1	1	1	1	1
group_2209	0	1	0	0	1	1	1	1	1
group_2210	0	1	0	0	1	1	1	1	1
group_2211	0	1	0	0	1	1	1	1	1
group_2212	0	1	0	0	1	1	1	1	1
lysS	0	1	0	0	1	1	1	1	1
group_2214	0	1	0	0	1	1	1	1	1
group_2215	0	1	0	0	1	1	1	1	1
group_2216	0	1	0	0	1	1	1	1	1
group_2217	0	1	0	0	1	1	1	1	1
group_2218	0	1	0	0	1	1	1	1	1
group_2219	0	1	0	0	1	1	1	1	1
group_2220	0	1	0	0	1	1	1	1	1
group_2221	0	1	0	0	1	1	1	1	1
group_2222	0	1	0	0	1	1	1	1	1
ugpE_1	0	1	0	0	1	1	1	1	1
ugpE_2	0	1	0	0	1	1	1	1	1
group_2225	0	1	0	0	1	1	1	1	1
group_2226	0	1	0	0	1	1	1	1	1
hitC_4	0	1	0	0	1	1	1	1	1
hitC_5	0	1	0	0	1	1	1	1	1
group_2229	0	1	0	0	1	1	1	1	1
group_2230	0	1	0	0	1	1	1	1	1
group_2231	0	1	0	0	1	1	1	1	1
group_2232	0	1	0	0	1	1	1	1	1
group_2233	0	1	0	0	1	1	1	1	1
group_2234	0	1	0	0	1	1	1	1	1
group_2235	0	1	0	0	1	1	1	1	1
group_2236	0	1	0	0	1	1	1	1	1
group_2237	0	1	0	0	1	1	1	1	1
group_2238	0	1	0	0	1	1	1	1	1
group_2239	0	1	0	0	1	1	1	1	1
group_2240	0	1	0	0	1	1	1	1	1
group_2241	0	1	0	0	1	1	1	1	1
group_2242	0	1	0	0	1	1	1	1	1
group_2243	0	1	0	0	1	1	1	1	1
group_2244	0	1	0	0	1	1	1	1	1
group_2245	0	1	0	0	1	1	1	1	1
group_2246	0	1	0	0	1	1	1	1	1
group_2247	0	1	0	0	1	1	1	1	1
group_2248	0	1	0	0	1	1	1	1	1
group_2249	0	1	0	0	1	1	1	1	1
group_2250	0	1	0	0	1	1	1	1	1
group_2251	0	1	0	0	1	1	1	1	1
group_2252	0	1	0	0	1	1	1	1	1
group_2253	0	1	0	0	1	1	1	1	1
macB_2	0	1	0	0	1	1	1	1	1
group_2255	0	1	0	0	1	1	1	1	1
group_2256	0	1	0	0	1	1	1	1	1
group_2257	0	1	0	0	1	1	1	1	1
group_2258	0	1	0	0	1	1	1	1	1
group_2259	0	1	0	0	1	1	1	1	1
spoU1	0	1	0	0	1	1	1	1	1
cspR_1	0	1	0	0	1	1	1	1	1
cspR_2	0	1	0	0	1	1	1	1	1
group_2263	0	1	0	0	1	1	1	1	1
rplK	0	1	0	0	1	1	1	1	1
rplA	0	1	0	0	1	1	1	1	1
group_2266	0	1	0	0	1	1	1	1	1
group_2267	0	1	0	0	1	1	1	1	1
group_2268	0	1	0	0	1	1	1	1	1
group_2269	0	1	0	0	1	1	1	1	1
group_2271	0	1	0	0	1	1	1	1	1
prfA1	0	1	0	0	1	1	1	1	1
group_2273	0	1	0	0	1	1	1	1	1
acpP	0	1	0	0	1	1	1	1	1
group_2275	0	1	0	0	1	1	1	1	1
arc1	0	1	0	0	1	1	1	1	1
tyrS_1	0	1	0	0	1	1	1	1	1
tyrS_3	0	1	0	0	1	1	1	1	1
group_2279	0	1	0	0	1	1	1	1	1
topA_1	0	1	0	0	1	1	1	1	1
topA_2	0	1	0	0	1	1	1	1	1
topA_3	0	1	0	0	1	1	1	1	1
rpsF	0	1	0	0	1	1	1	1	1
group_2284	0	1	0	0	1	1	1	1	1
group_2285	0	1	0	0	1	1	1	1	1
group_2286	0	1	0	0	1	1	1	1	1
group_2287	0	1	0	0	1	1	1	1	1
thiI	0	1	0	0	1	1	1	1	1
group_2289	0	1	0	0	1	1	1	1	1
group_2290	0	1	0	0	1	1	1	1	1
group_2291	0	1	0	0	1	1	1	1	1
group_2292	0	1	0	0	1	1	1	1	1
MCYN0061	0	1	0	0	1	1	1	1	1
ftsY_1	0	1	0	0	1	1	1	1	1
ftsY_2	0	1	0	0	1	1	1	1	1
metK_1	0	1	0	0	1	1	1	1	1
metK_2	0	1	0	0	1	1	1	1	1
efp	0	1	0	0	1	1	1	1	1
group_2300	0	1	0	0	1	1	1	1	1
smc_1	0	1	0	0	1	1	1	1	1
smc_2	0	1	0	0	1	1	1	1	1
group_2303	0	1	0	0	1	1	1	1	1
smf2	0	1	0	0	1	1	1	1	1
group_2305	0	1	0	0	1	1	1	1	1
group_2306	0	1	0	0	1	1	1	1	1
group_2307	0	1	0	0	1	1	1	1	1
group_2308	0	1	0	0	1	1	1	1	1
grpE	0	1	0	0	1	1	1	1	1
hrcA_1	0	1	0	0	1	1	1	1	1
hrcA_2	0	1	0	0	1	1	1	1	1
rpmE	0	1	0	0	1	1	1	1	1
rpsD	0	1	0	0	1	1	1	1	1
group_2314	0	1	0	0	1	1	1	1	1
group_2315	0	1	0	0	1	1	1	1	1
gyrA1	0	1	0	0	1	1	1	1	1
gltX_1	0	1	0	0	1	1	1	1	1
gluS_1	0	1	0	0	1	1	1	1	1
gluS_2	0	1	0	0	1	1	1	1	1
group_2320	0	1	0	0	1	1	1	1	1
cbiQ_2	0	1	0	0	1	1	1	1	1
group_2322	0	1	0	0	1	1	1	1	1
hlyB_2	0	1	0	0	1	1	1	1	1
hlyB_3	0	1	0	0	1	1	1	1	1
group_2341	0	1	0	0	1	1	1	1	1
ppkA	0	1	0	0	1	1	1	1	1
group_2350	0	1	0	0	1	1	1	1	1
group_2371	0	1	0	0	1	1	1	1	1
rpoC_4	0	1	0	0	1	1	1	1	1
hsdS_7	0	1	0	0	1	1	1	1	1
hsdS7	0	1	0	0	1	1	1	1	1
gyrB2_2	0	1	0	0	1	1	1	1	1
group_38	0	1	0	0	1	1	1	1	1
rpsG_1	0	1	0	0	1	1	1	1	1
rplP_1	0	1	0	0	1	1	1	1	1
group_72	0	1	0	0	1	1	1	1	1
vanUG	0	1	0	0	1	1	1	1	1
group_74	0	1	0	0	1	1	1	1	1
group_75	0	1	0	0	1	1	1	1	1
ruvB	0	1	0	0	1	1	1	1	1
potB_1	0	1	0	0	1	1	1	1	1
dgk	0	1	0	0	1	1	1	1	1
group_79	0	1	0	0	1	1	1	1	1
ychF	0	1	0	0	1	1	1	1	1
atpB_2	0	1	0	0	1	1	1	1	1
group_82	0	1	0	0	1	1	1	1	1
group_83	0	1	0	0	1	1	1	1	1
sua5	0	1	0	0	1	1	1	1	1
group_85	0	1	0	0	1	1	1	1	1
group_100	1	0	1	1	0	1	0	1	0
group_1000	1	0	1	1	0	1	0	1	0
group_1001	1	0	1	1	0	1	0	1	0
group_1002	1	0	1	1	0	1	0	1	0
group_1003	1	0	1	1	0	1	0	1	0
tet(44)	1	0	1	1	0	1	0	1	0
nusA_3	1	0	1	1	0	1	0	1	0
group_1006	1	0	1	1	0	1	0	1	0
group_1007	1	0	1	1	0	1	0	1	0
group_1008	1	0	1	1	0	1	0	1	0
group_1009	1	0	1	1	0	1	0	1	0
group_101	1	0	1	1	0	1	0	1	0
group_1010	1	0	1	1	0	1	0	1	0
group_1011	1	0	1	1	0	1	0	1	0
group_1012	1	0	1	1	0	1	0	1	0
group_1013	1	0	1	1	0	1	0	1	0
group_1014	1	0	1	1	0	1	0	1	0
group_1015	1	0	1	1	0	1	0	1	0
group_1016	1	0	1	1	0	1	0	1	0
group_1017	1	0	1	1	0	1	0	1	0
group_1018	1	0	1	1	0	1	0	1	0
trmD	1	0	1	1	0	1	0	1	0
group_102	1	0	1	1	0	1	0	1	0
group_1020	1	0	1	1	0	1	0	1	0
group_1021	1	0	1	1	0	1	0	1	0
group_1022	1	0	1	1	0	1	0	1	0
group_1023	1	0	1	1	0	1	0	1	0
group_1024	1	0	1	1	0	1	0	1	0
group_1025	1	0	1	1	0	1	0	1	0
group_1026	1	0	1	1	0	1	0	1	0
group_1027	1	0	1	1	0	1	0	1	0
group_1028	1	0	1	1	0	1	0	1	0
gatB_2	1	0	1	1	0	1	0	1	0
group_103	1	0	1	1	0	1	0	1	0
gatB_1	1	0	1	1	0	1	0	1	0
group_1031	1	0	1	1	0	1	0	1	0
group_1032	1	0	1	1	0	1	0	1	0
group_1033	1	0	1	1	0	1	0	1	0
group_1034	1	0	1	1	0	1	0	1	0
MCYN0028	1	0	1	1	0	1	0	1	0
frr	1	0	1	1	0	1	0	1	0
rplO_3	1	0	1	1	0	1	0	1	0
rplO_2	1	0	1	1	0	1	0	1	0
group_1039	1	0	1	1	0	1	0	1	0
group_104	1	0	1	1	0	1	0	1	0
group_1040	1	0	1	1	0	1	0	1	0
group_1041	1	0	1	1	0	1	0	1	0
group_1042	1	0	1	1	0	1	0	1	0
group_1043	1	0	1	1	0	1	0	1	0
group_1044	1	0	1	1	0	1	0	1	0
group_1045	1	0	1	1	0	1	0	1	0
group_1046	1	0	1	1	0	1	0	1	0
group_1047	1	0	1	1	0	1	0	1	0
group_1048	1	0	1	1	0	1	0	1	0
group_1049	1	0	1	1	0	1	0	1	0
group_105	1	0	1	1	0	1	0	1	0
group_1050	1	0	1	1	0	1	0	1	0
group_1051	1	0	1	1	0	1	0	1	0
group_1052	1	0	1	1	0	1	0	1	0
group_1053	1	0	1	1	0	1	0	1	0
group_1054	1	0	1	1	0	1	0	1	0
group_1055	1	0	1	1	0	1	0	1	0
group_1056	1	0	1	1	0	1	0	1	0
group_1057	1	0	1	1	0	1	0	1	0
group_1058	1	0	1	1	0	1	0	1	0
group_1059	1	0	1	1	0	1	0	1	0
group_106	1	0	1	1	0	1	0	1	0
ebh_12	1	0	1	1	0	1	0	1	0
group_1061	1	0	1	1	0	1	0	1	0
group_1062	1	0	1	1	0	1	0	1	0
group_1063	1	0	1	1	0	1	0	1	0
group_1064	1	0	1	1	0	1	0	1	0
group_1065	1	0	1	1	0	1	0	1	0
group_1066	1	0	1	1	0	1	0	1	0
group_1067	1	0	1	1	0	1	0	1	0
group_1068	1	0	1	1	0	1	0	1	0
group_1069	1	0	1	1	0	1	0	1	0
group_107	1	0	1	1	0	1	0	1	0
group_1070	1	0	1	1	0	1	0	1	0
group_1071	1	0	1	1	0	1	0	1	0
group_1072	1	0	1	1	0	1	0	1	0
group_1073	1	0	1	1	0	1	0	1	0
group_1074	1	0	1	1	0	1	0	1	0
group_1075	1	0	1	1	0	1	0	1	0
group_1076	1	0	1	1	0	1	0	1	0
ebh_5	1	0	1	1	0	1	0	1	0
group_1078	1	0	1	1	0	1	0	1	0
group_108	1	0	1	1	0	1	0	1	0
group_1080	1	0	1	1	0	1	0	1	0
group_1081	1	0	1	1	0	1	0	1	0
group_1082	1	0	1	1	0	1	0	1	0
group_1083	1	0	1	1	0	1	0	1	0
group_1084	1	0	1	1	0	1	0	1	0
group_1085	1	0	1	1	0	1	0	1	0
group_1086	1	0	1	1	0	1	0	1	0
group_1087	1	0	1	1	0	1	0	1	0
group_1088	1	0	1	1	0	1	0	1	0
group_1089	1	0	1	1	0	1	0	1	0
group_109	1	0	1	1	0	1	0	1	0
group_1090	1	0	1	1	0	1	0	1	0
group_1091	1	0	1	1	0	1	0	1	0
group_1092	1	0	1	1	0	1	0	1	0
group_1093	1	0	1	1	0	1	0	1	0
group_1094	1	0	1	1	0	1	0	1	0
group_1095	1	0	1	1	0	1	0	1	0
group_1096	1	0	1	1	0	1	0	1	0
group_1097	1	0	1	1	0	1	0	1	0
group_1098	1	0	1	1	0	1	0	1	0
group_1099	1	0	1	1	0	1	0	1	0
group_110	1	0	1	1	0	1	0	1	0
group_1100	1	0	1	1	0	1	0	1	0
group_1101	1	0	1	1	0	1	0	1	0
group_1102	1	0	1	1	0	1	0	1	0
group_1103	1	0	1	1	0	1	0	1	0
group_1104	1	0	1	1	0	1	0	1	0
group_1105	1	0	1	1	0	1	0	1	0
group_1106	1	0	1	1	0	1	0	1	0
group_1107	1	0	1	1	0	1	0	1	0
manB_5	1	0	1	1	0	1	0	1	0
group_111	1	0	1	1	0	1	0	1	0
manB_4	1	0	1	1	0	1	0	1	0
manB_3	1	0	1	1	0	1	0	1	0
group_1112	1	0	1	1	0	1	0	1	0
group_1113	1	0	1	1	0	1	0	1	0
group_1114	1	0	1	1	0	1	0	1	0
group_1115	1	0	1	1	0	1	0	1	0
group_1116	1	0	1	1	0	1	0	1	0
group_1117	1	0	1	1	0	1	0	1	0
group_1118	1	0	1	1	0	1	0	1	0
group_1119	1	0	1	1	0	1	0	1	0
group_112	1	0	1	1	0	1	0	1	0
group_1120	1	0	1	1	0	1	0	1	0
group_1121	1	0	1	1	0	1	0	1	0
group_1122	1	0	1	1	0	1	0	1	0
group_1124	1	0	1	1	0	1	0	1	0
group_1125	1	0	1	1	0	1	0	1	0
group_1126	1	0	1	1	0	1	0	1	0
vscN	1	0	1	1	0	1	0	1	0
group_1128	1	0	1	1	0	1	0	1	0
group_1129	1	0	1	1	0	1	0	1	0
group_113	1	0	1	1	0	1	0	1	0
group_1130	1	0	1	1	0	1	0	1	0
group_1131	1	0	1	1	0	1	0	1	0
group_1132	1	0	1	1	0	1	0	1	0
group_1133	1	0	1	1	0	1	0	1	0
group_1134	1	0	1	1	0	1	0	1	0
atpC_2	1	0	1	1	0	1	0	1	0
group_1136	1	0	1	1	0	1	0	1	0
group_1137	1	0	1	1	0	1	0	1	0
group_1138	1	0	1	1	0	1	0	1	0
tsf_1	1	0	1	1	0	1	0	1	0
group_114	1	0	1	1	0	1	0	1	0
group_1140	1	0	1	1	0	1	0	1	0
ftsZ	1	0	1	1	0	1	0	1	0
group_1142	1	0	1	1	0	1	0	1	0
group_1143	1	0	1	1	0	1	0	1	0
group_1144	1	0	1	1	0	1	0	1	0
mraZ	1	0	1	1	0	1	0	1	0
group_1146	1	0	1	1	0	1	0	1	0
ktrB_2	1	0	1	1	0	1	0	1	0
group_1148	1	0	1	1	0	1	0	1	0
group_1149	1	0	1	1	0	1	0	1	0
mesJ_2	1	0	1	1	0	1	0	1	0
pncB_2	1	0	1	1	0	1	0	1	0
group_1151	1	0	1	1	0	1	0	1	0
group_1152	1	0	1	1	0	1	0	1	0
group_1153	1	0	1	1	0	1	0	1	0
group_1154	1	0	1	1	0	1	0	1	0
group_1155	1	0	1	1	0	1	0	1	0
group_1156	1	0	1	1	0	1	0	1	0
licA_3	1	0	1	1	0	1	0	1	0
group_1158	1	0	1	1	0	1	0	1	0
mgtB_9	1	0	1	1	0	1	0	1	0
mesJ_1	1	0	1	1	0	1	0	1	0
group_1160	1	0	1	1	0	1	0	1	0
group_1162	1	0	1	1	0	1	0	1	0
group_1163	1	0	1	1	0	1	0	1	0
pepC_4	1	0	1	1	0	1	0	1	0
pepC_3	1	0	1	1	0	1	0	1	0
group_1166	1	0	1	1	0	1	0	1	0
group_1167	1	0	1	1	0	1	0	1	0
group_1168	1	0	1	1	0	1	0	1	0
group_1169	1	0	1	1	0	1	0	1	0
pth_2	1	0	1	1	0	1	0	1	0
group_1170	1	0	1	1	0	1	0	1	0
group_1171	1	0	1	1	0	1	0	1	0
group_1172	1	0	1	1	0	1	0	1	0
asnS_3	1	0	1	1	0	1	0	1	0
group_1174	1	0	1	1	0	1	0	1	0
group_1175	1	0	1	1	0	1	0	1	0
pcrA_4	1	0	1	1	0	1	0	1	0
group_1177	1	0	1	1	0	1	0	1	0
group_1178	1	0	1	1	0	1	0	1	0
group_1179	1	0	1	1	0	1	0	1	0
pth_1	1	0	1	1	0	1	0	1	0
